"Issue","Year","Format","Version","Disc","TrackNumber","Title","Artist","DiscogsReleaseID"
"6","1985","Vinyl","Vinyl-Repress","C","1","Election Day","Arcadia (3)","8322531"
"6","1985","Vinyl","Vinyl-Repress","C","2","I Got You Babe","UB40","8322531"
"6","1985","Vinyl","Vinyl-Repress","C","2","I Got You Babe","UB40","27410481"
"6","1985","Vinyl","Vinyl-Repress","C","3","Blue","Fine Young Cannibals","27410481"
"6","1985","Vinyl","Vinyl-Repress","C","3","Blue","Fine Young Cannibals","8322531"
"6","1985","Vinyl","Vinyl-Repress","C","4","If I Was","Midge Ure","27410481"
"6","1985","Vinyl","Vinyl-Repress","C","4","If I Was","Midge Ure","8322531"
"6","1985","Vinyl","Vinyl-Repress","C","5","Cities In Dust","Siouxsie & The Banshees","8322531"
"6","1985","Vinyl","Vinyl-Repress","C","5","Cities In Dust","Siouxsie & The Banshees","27410481"
"6","1985","Vinyl","Vinyl-Repress","C","6","Uncle Sam","Madness","27410481"
"6","1985","Vinyl","Vinyl-Repress","C","6","Uncle Sam","Madness","8322531"
"6","1985","Vinyl","Vinyl-Repress","C","7","Lost Weekend","Lloyd Cole & The Commotions","27410481"
"6","1985","Vinyl","Vinyl-Repress","C","7","Lost Weekend","Lloyd Cole & The Commotions","8322531"
"6","1985","Vinyl","Vinyl-Repress","C","8","You Are My World","The Communards","27410481"
"6","1985","Vinyl","Vinyl-Repress","C","8","You Are My World","The Communards","8322531"
"6","1985","Vinyl","Vinyl-Repress","D","1","Just For Money","Paul Hardcastle","27410481"
"6","1985","Vinyl","Vinyl-Repress","D","1","Just For Money","Paul Hardcastle","8322531"
"6","1985","Vinyl","Vinyl-Repress","D","2","Miami Vice Theme","Jan Hammer","27410481"
"6","1985","Vinyl","Vinyl-Repress","D","2","Miami Vice Theme","Jan Hammer","8322531"
"6","1985","Vinyl","Vinyl-Repress","D","3","Body Rock","Maria Vidal","27410481"
"6","1985","Vinyl","Vinyl-Repress","D","3","Body Rock","Maria Vidal","8322531"
"6","1985","Vinyl","Vinyl-Repress","D","4","Tarzan Boy","Baltimora","8322531"
"6","1985","Vinyl","Vinyl-Repress","D","4","Tarzan Boy","Baltimora","27410481"
"6","1985","Vinyl","Vinyl-Repress","D","5","Body & Soul","Mai Tai","8322531"
"6","1985","Vinyl","Vinyl-Repress","D","5","Body & Soul","Mai Tai","27410481"
"6","1985","Vinyl","Vinyl-Repress","D","6","Single Life","Cameo","27410481"
"6","1985","Vinyl","Vinyl-Repress","D","6","Single Life","Cameo","8322531"
"6","1985","Vinyl","Vinyl-Repress","D","7","Mated","David Grant","8322531"
"6","1985","Vinyl","Vinyl-Repress","D","7","Mated","David Grant","27410481"
"7","1986","Cassette","Cassette-Original","A","1","Sledgehammer","Peter Gabriel","12557446"
"7","1986","Cassette","Cassette-Original","A","1","Sledgehammer","Peter Gabriel","2002739"
"7","1986","Cassette","Cassette-Original","A","1","Sledgehammer","Peter Gabriel","17652328"
"7","1986","Cassette","Cassette-Original","A","2","Sing Our Own Song","UB40","2002739"
"7","1986","Cassette","Cassette-Original","A","2","Sing Our Own Song","UB40","12557446"
"7","1986","Cassette","Cassette-Original","A","2","Sing Our Own Song","UB40","17652328"
"7","1986","Cassette","Cassette-Original","A","3","Let's Go All The Way","Sly Fox","12557446"
"7","1986","Cassette","Cassette-Original","A","3","Let's Go All The Way","Sly Fox","17652328"
"7","1986","Cassette","Cassette-Original","A","3","Let's Go All The Way","Sly Fox","2002739"
"7","1986","Cassette","Cassette-Original","A","4","Lessons In Love","Level 42","2002739"
"7","1986","Cassette","Cassette-Original","A","4","Lessons In Love","Level 42","17652328"
"7","1986","Cassette","Cassette-Original","A","4","Lessons In Love","Level 42","12557446"
"7","1986","Cassette","Cassette-Original","A","5","Opportunities (Let's Make Lots Of Money)","Pet Shop Boys","2002739"
"7","1986","Cassette","Cassette-Original","A","5","Opportunities (Let's Make Lots Of Money)","Pet Shop Boys","17652328"
"7","1986","Cassette","Cassette-Original","A","5","Opportunities (Let's Make Lots Of Money)","Pet Shop Boys","12557446"
"7","1986","Cassette","Cassette-Original","A","6","Sinful!","Pete Wylie","17652328"
"7","1986","Cassette","Cassette-Original","A","6","Sinful!","Pete Wylie","12557446"
"7","1986","Cassette","Cassette-Original","A","6","Sinful!","Pete Wylie","2002739"
"7","1986","Cassette","Cassette-Original","A","7","Camouflage","Stan Ridgway","17652328"
"7","1986","Cassette","Cassette-Original","A","7","Camouflage","Stan Ridgway","12557446"
"7","1986","Cassette","Cassette-Original","A","7","Camouflage","Stan Ridgway","2002739"
"7","1986","Cassette","Cassette-Original","A","8","Paranoimia","The Art Of Noise","12557446"
"7","1986","Cassette","Cassette-Original","A","8","Paranoimia","The Art Of Noise","17652328"
"7","1986","Cassette","Cassette-Original","A","8","Paranoimia","The Art Of Noise","2002739"
"7","1986","Cassette","Cassette-Original","B","1","The Lady In Red","Chris De Burgh","12557446"
"7","1986","Cassette","Cassette-Original","B","1","The Lady In Red","Chris De Burgh","17652328"
"7","1986","Cassette","Cassette-Original","B","1","The Lady In Red","Chris De Burgh","2002739"
"7","1986","Cassette","Cassette-Original","B","2","Absolute Beginners","David Bowie","12557446"
"7","1986","Cassette","Cassette-Original","B","2","Absolute Beginners","David Bowie","2002739"
"7","1986","Cassette","Cassette-Original","B","2","Absolute Beginners","David Bowie","17652328"
"7","1986","Cassette","Cassette-Original","B","3","Invisible Touch","Genesis","2002739"
"7","1986","Cassette","Cassette-Original","B","3","Invisible Touch","Genesis","17652328"
"7","1986","Cassette","Cassette-Original","B","3","Invisible Touch","Genesis","12557446"
"7","1986","Cassette","Cassette-Original","B","4","All The Things She Said","Simple Minds","17652328"
"7","1986","Cassette","Cassette-Original","B","4","All The Things She Said","Simple Minds","12557446"
"7","1986","Cassette","Cassette-Original","B","4","All The Things She Said","Simple Minds","2002739"
"7","1986","Cassette","Cassette-Original","B","5","Happy Hour","The Housemartins","12557446"
"7","1986","Cassette","Cassette-Original","B","5","Happy Hour","The Housemartins","17652328"
"7","1986","Cassette","Cassette-Original","B","5","Happy Hour","The Housemartins","2002739"
"7","1986","Cassette","Cassette-Original","B","6","Look Away","Big Country","17652328"
"7","1986","Cassette","Cassette-Original","B","6","Look Away","Big Country","12557446"
"7","1986","Cassette","Cassette-Original","B","6","Look Away","Big Country","2002739"
"7","1986","Cassette","Cassette-Original","B","7","Brilliant Mind","Furniture","2002739"
"7","1986","Cassette","Cassette-Original","B","7","Brilliant Mind","Furniture","12557446"
"7","1986","Cassette","Cassette-Original","B","7","Brilliant Mind","Furniture","17652328"
"7","1986","Cassette","Cassette-Original","B","8","Call Of The Wild","Midge Ure","2002739"
"7","1986","Cassette","Cassette-Original","B","8","Call Of The Wild","Midge Ure","12557446"
"7","1986","Cassette","Cassette-Original","B","8","Call Of The Wild","Midge Ure","17652328"
"7","1986","Cassette","Cassette-Original","C","1","The Edge Of Heaven","Wham!","2002739"
"7","1986","Cassette","Cassette-Original","C","1","The Edge Of Heaven","Wham!","17652328"
"7","1986","Cassette","Cassette-Original","C","1","The Edge Of Heaven","Wham!","12557446"
"7","1986","Cassette","Cassette-Original","C","2","My Favorite Waste Of Time","Owen Paul","2002739"
"7","1986","Cassette","Cassette-Original","C","2","My Favorite Waste Of Time","Owen Paul","17652328"
"7","1986","Cassette","Cassette-Original","C","2","My Favorite Waste Of Time","Owen Paul","12557446"
"7","1986","Cassette","Cassette-Original","C","3","Too Good To Be Forgotten","Amazulu","17652328"
"7","1986","Cassette","Cassette-Original","C","3","Too Good To Be Forgotten","Amazulu","2002739"
"7","1986","Cassette","Cassette-Original","C","3","Too Good To Be Forgotten","Amazulu","12557446"
"7","1986","Cassette","Cassette-Original","C","4","Spirit In The Sky","Doctor & The Medics","12557446"
"7","1986","Cassette","Cassette-Original","C","4","Spirit In The Sky","Doctor & The Medics","2002739"
"7","1986","Cassette","Cassette-Original","C","4","Spirit In The Sky","Doctor & The Medics","17652328"
"7","1986","Cassette","Cassette-Original","C","5","Venus","Bananarama","2002739"
"7","1986","Cassette","Cassette-Original","C","5","Venus","Bananarama","17652328"
"7","1986","Cassette","Cassette-Original","C","5","Venus","Bananarama","12557446"
"7","1986","Cassette","Cassette-Original","C","6","New Beginning (Mamba Seyra)","Bucks Fizz","12557446"
"7","1986","Cassette","Cassette-Original","C","6","New Beginning (Mamba Seyra)","Bucks Fizz","2002739"
"7","1986","Cassette","Cassette-Original","C","6","New Beginning (Mamba Seyra)","Bucks Fizz","17652328"
"7","1986","Cassette","Cassette-Original","C","7","Hunting High And Low (Re-mix)","a-ha","12557446"
"7","1986","Cassette","Cassette-Original","C","7","Hunting High And Low (Re-mix)","a-ha","2002739"
"7","1986","Cassette","Cassette-Original","C","7","Hunting High And Low (Re-mix)","a-ha","17652328"
"7","1986","Cassette","Cassette-Original","C","8","Holding Back The Years","Simply Red","2002739"
"7","1986","Cassette","Cassette-Original","C","8","Holding Back The Years","Simply Red","17652328"
"7","1986","Cassette","Cassette-Original","C","8","Holding Back The Years","Simply Red","12557446"
"7","1986","Cassette","Cassette-Original","C","9","A Kind Of Magic","Queen","17652328"
"7","1986","Cassette","Cassette-Original","C","9","A Kind Of Magic","Queen","12557446"
"7","1986","Cassette","Cassette-Original","C","9","A Kind Of Magic","Queen","2002739"
"7","1986","Cassette","Cassette-Original","D","1","When The Going Gets Tough, The Tough Get Going","Billy Ocean","17652328"
"7","1986","Cassette","Cassette-Original","D","1","When The Going Gets Tough, The Tough Get Going","Billy Ocean","2002739"
"7","1986","Cassette","Cassette-Original","D","1","When The Going Gets Tough, The Tough Get Going","Billy Ocean","12557446"
"7","1986","Cassette","Cassette-Original","D","2","Set Me Free","Jaki Graham","17652328"
"7","1986","Cassette","Cassette-Original","D","2","Set Me Free","Jaki Graham","2002739"
"7","1986","Cassette","Cassette-Original","D","2","Set Me Free","Jaki Graham","12557446"
"7","1986","Cassette","Cassette-Original","D","3","I Can't Wait","Nu Shooz","12557446"
"7","1986","Cassette","Cassette-Original","D","3","I Can't Wait","Nu Shooz","17652328"
"7","1986","Cassette","Cassette-Original","D","3","I Can't Wait","Nu Shooz","2002739"
"7","1986","Cassette","Cassette-Original","D","4","(Bang Zoom) Let's Go Go","The Real Roxanne","17652328"
"7","1986","Cassette","Cassette-Original","D","4","(Bang Zoom) Let's Go Go","The Real Roxanne","2002739"
"7","1986","Cassette","Cassette-Original","D","4","(Bang Zoom) Let's Go Go","The Real Roxanne","12557446"
"7","1986","Cassette","Cassette-Original","D","5","Amityville (The House On The Hill)","Lovebug Starski","17652328"
"7","1986","Cassette","Cassette-Original","D","5","Amityville (The House On The Hill)","Lovebug Starski","2002739"
"7","1986","Cassette","Cassette-Original","D","5","Amityville (The House On The Hill)","Lovebug Starski","12557446"
"7","1986","Cassette","Cassette-Original","D","6","Headlines","Midnight Star","17652328"
"7","1986","Cassette","Cassette-Original","D","6","Headlines","Midnight Star","2002739"
"7","1986","Cassette","Cassette-Original","D","6","Headlines","Midnight Star","12557446"
"7","1986","Cassette","Cassette-Original","D","7","You And Me Tonight","Aurra","12557446"
"7","1986","Cassette","Cassette-Original","D","7","You And Me Tonight","Aurra","17652328"
"7","1986","Cassette","Cassette-Original","D","7","You And Me Tonight","Aurra","2002739"
"7","1986","Cassette","Cassette-Original","D","8","On My Own","Patti LaBelle","12557446"
"7","1986","Cassette","Cassette-Original","D","8","On My Own","Patti LaBelle","2002739"
"7","1986","Cassette","Cassette-Original","D","8","On My Own","Patti LaBelle","17652328"
"7","2020","CD","CD-Reissue","1","1","Sledgehammer","Peter Gabriel","16279727"
"7","2020","CD","CD-Reissue","1","2","Sing Our Own Song","UB40","16279727"
"7","2020","CD","CD-Reissue","1","3","Let's Go All The Way","Sly Fox","16279727"
"7","2020","CD","CD-Reissue","1","4","Lessons In Love","Level 42","16279727"
"7","2020","CD","CD-Reissue","1","5","Opportunities (Let's Make Lots Of Money)","Pet Shop Boys","16279727"
"7","2020","CD","CD-Reissue","1","6","Sinful!","Pete Wylie","16279727"
"7","2020","CD","CD-Reissue","1","7","Camouflage","Stan Ridgway","16279727"
"7","2020","CD","CD-Reissue","1","8","Paranoimia","The Art Of Noise","16279727"
"7","2020","CD","CD-Reissue","1","9","The Lady In Red","Chris De Burgh","16279727"
"7","2020","CD","CD-Reissue","1","10","Invisible Touch","Genesis","16279727"
"7","2020","CD","CD-Reissue","1","11","All The Things She Said","Simple Minds","16279727"
"7","2020","CD","CD-Reissue","1","12","Happy Hour","The Housemartins","16279727"
"7","2020","CD","CD-Reissue","1","13","Look Away","Big Country","16279727"
"7","2020","CD","CD-Reissue","1","14","Brilliant Mind","Furniture","16279727"
"7","2020","CD","CD-Reissue","1","15","Call Of The Wild","Midge Ure","16279727"
"7","2020","CD","CD-Reissue","2","1","The Edge Of Heaven","Wham!","16279727"
"7","2020","CD","CD-Reissue","2","2","My Favourite Waste Of Time","Owen Paul","16279727"
"7","2020","CD","CD-Reissue","2","3","Too Good To Be Forgotten","Amazulu","16279727"
"7","2020","CD","CD-Reissue","2","4","Spirit In The Sky","Doctor & The Medics","16279727"
"7","2020","CD","CD-Reissue","2","5","Venus","Bananarama","16279727"
"7","2020","CD","CD-Reissue","2","6","New Beginning (Mamba Seyra)","Bucks Fizz","16279727"
"7","2020","CD","CD-Reissue","2","7","Hunting High And Low (Remix)","A-Ha","16279727"
"7","2020","CD","CD-Reissue","2","8","Holding Back The Years","Simply Red","16279727"
"7","2020","CD","CD-Reissue","2","9","A Kind Of Magic","Queen","16279727"
"7","2020","CD","CD-Reissue","2","10","When The Going Gets Tough, The Tough Get Going","Billy Ocean","16279727"
"7","2020","CD","CD-Reissue","2","11","Set Me Free","Jaki Graham","16279727"
"7","2020","CD","CD-Reissue","2","12","I Can't Wait","Nu Shooz","16279727"
"7","2020","CD","CD-Reissue","2","13","Amityville (The House On The Hill)","Lovebug Starski","16279727"
"7","2020","CD","CD-Reissue","2","14","Headlines","Midnight Star","16279727"
"7","2020","CD","CD-Reissue","2","15","You And Me Tonight","Aurra","16279727"
"7","1986","VHS","VHS-Original","1","0","A Kind Of Magic","Queen","1805313"
"7","1986","VHS","VHS-Original","1","0","Let's Go All The Way","Sly Fox","1805313"
"7","1986","VHS","VHS-Original","1","0","Do Ya Do Ya (Wanna Please Me)","Samantha Fox","1805313"
"7","1986","VHS","VHS-Original","1","0","Set Me Free","Jaki Graham","1805313"
"7","1986","VHS","VHS-Original","1","0","Spirit In The Sky","Doctor & The Medics","1805313"
"7","1986","VHS","VHS-Original","1","0","Love Missile F1-11","Sigue Sigue Sputnik","1805313"
"7","1986","VHS","VHS-Original","1","0","Call Of The Wild","Midge Ure","1805313"
"7","1986","VHS","VHS-Original","1","0","Look Away","Big Country","1805313"
"7","1986","VHS","VHS-Original","1","0","Happy Hour","The Housemartins","1805313"
"7","1986","VHS","VHS-Original","1","0","Sing Our Own Song","UB40","1805313"
"7","1986","VHS","VHS-Original","1","0","All The Things She Said","Simple Minds","1805313"
"7","1986","VHS","VHS-Original","1","0","Move Away","Culture Club","1805313"
"7","1986","VHS","VHS-Original","1","0","We Don't Have To Take Our Clothes Off","Jermaine Stewart","1805313"
"7","1986","VHS","VHS-Original","1","0","Paranoimia","The Art Of Noise","1805313"
"7","1986","VHS","VHS-Original","1","0","Camouflage","Stan Ridgway","1805313"
"7","1986","VHS","VHS-Original","1","0","Sinful!","Pete Wylie","1805313"
"7","1986","VHS","VHS-Original","1","0","Opportunities (Let's Make Lots Of Money)","Pet Shop Boys","1805313"
"7","1986","VHS","VHS-Original","1","0","Lessons In Love","Level 42","1805313"
"7","1986","VHS","VHS-Original","1","0","A Kind Of Magic","Queen","16261228"
"7","1986","VHS","VHS-Original","1","0","Sing Our Own Song","UB40","16261228"
"7","1986","VHS","VHS-Original","1","0","Calling All The Heroes","It Bites","1805313"
"7","1986","VHS","VHS-Original","1","0","Call Of The Wild","Midge Ure","16261228"
"7","1986","VHS","VHS-Original","1","0","Do Ya Do Ya (Wanna Please Me)","Samantha Fox","16261228"
"7","1986","VHS","VHS-Original","1","0","Set Me Free","Jaki Graham","16261228"
"7","1986","VHS","VHS-Original","1","0","Spirit In The Sky","Doctor & The Medics","16261228"
"7","1986","VHS","VHS-Original","1","0","Love Missile F1-11","Sigue Sigue Sputnik","16261228"
"7","1986","VHS","VHS-Original","1","0","Look Away","Big Country","16261228"
"7","1986","VHS","VHS-Original","1","0","Happy Hour","The Housemartins","16261228"
"7","1986","VHS","VHS-Original","1","0","All The Things She Said","Simple Minds","16261228"
"7","1986","VHS","VHS-Original","1","0","Calling All The Heroes","It Bites","16261228"
"7","1986","VHS","VHS-Original","1","0","Invisible Touch","Genesis","16261228"
"7","1986","VHS","VHS-Original","1","0","We Don't Have To Take Our Clothes Off","Jermaine Stewart","16261228"
"7","1986","VHS","VHS-Original","1","0","Paranoimia","The Art Of Noise","16261228"
"7","1986","VHS","VHS-Original","1","0","Camouflage","Stan Ridgway","16261228"
"7","1986","VHS","VHS-Original","1","0","Sinful!","Pete Wylie","16261228"
"7","1986","VHS","VHS-Original","1","0","Invisible Touch","Genesis","1805313"
"7","1986","VHS","VHS-Original","1","0","Opportunities (Let's Make Lots Of Money)","Pet Shop Boys","16261228"
"7","1986","VHS","VHS-Original","1","0","Lessons In Love","Level 42","16261228"
"7","1986","VHS","VHS-Original","1","0","Let's Go All The Way","Sly Fox","16261228"
